Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR27299562,2024-10-11 21:37:58,2023-12-20 13:33:16,1892000,170854104,1892000,90,66,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299562/SRR27299562.lite.1,SRX22977325,GSM7985778,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942952,SAMN38977683,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985778,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,22BCBDB6E129D9D56AFD480FF303D328,5A7F11734E9C32E92A58B04ECDD5F850
SRR27299563,2024-10-11 21:37:58,2023-12-20 13:33:36,1919223,173722613,1919223,90,69,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299563/SRR27299563.lite.1,SRX22977324,GSM7985777,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942953,SAMN38977684,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985777,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,D5D5AF62A6885A0803B6031E2743E27C,D4A8936B5A944C74A434E20A0F4C0787
SRR27299564,2024-10-11 21:37:58,2023-12-20 13:33:43,3156560,285787256,3156560,90,112,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299564/SRR27299564.lite.1,SRX22977323,GSM7985776,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942951,SAMN38977685,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985776,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,EE28CCE9BF65D77724E8D26B2553D807,844890B069BE1103F62797E2623A0E13
SRR27299565,2024-10-11 21:37:58,2023-12-20 13:33:16,1646463,148960638,1646463,90,57,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299565/SRR27299565.lite.1,SRX22977322,GSM7985775,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942950,SAMN38977686,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985775,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,30F2BCCB90DFE4D4AA0EF05DF07BF00F,81406396855C6EF26EF54552B9E8B27B
SRR27299566,2024-10-11 21:37:58,2023-12-20 13:33:47,1520935,137889294,1520935,90,55,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299566/SRR27299566.lite.1,SRX22977321,GSM7985774,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942949,SAMN38977687,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985774,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,28750437C55D9A50807494F28D1303AC,5700D0DDD5EB9CDD3CBB9C5DF5520C3E
SRR27299567,2024-10-11 21:37:58,2023-12-20 13:34:03,2609031,235614293,2609031,90,91,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299567/SRR27299567.lite.1,SRX22977320,GSM7985773,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942948,SAMN38977688,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985773,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,9536662148FF1E83780832B63B53CC76,54B1110372D7D5D8B016F21848CD47C1
SRR27299568,2024-10-11 21:37:58,2023-12-20 13:33:33,1328016,120283259,1328016,90,46,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299568/SRR27299568.lite.1,SRX22977319,GSM7985772,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942947,SAMN38977689,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985772,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,A0ABE90EBB68154980382D7D09FA9A41,5508E971FD62DDA3B76EAA80CF3E99E5
SRR27299569,2024-10-11 21:37:58,2023-12-20 13:34:09,2658248,241071830,2658248,90,92,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299569/SRR27299569.lite.1,SRX22977318,GSM7985771,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942946,SAMN38977690,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985771,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,CB87EF5063B21F38124B777E3A437A96,377BB9F2DB07694CD696B71CD31E0368
SRR27299578,2024-10-11 21:37:51,2023-12-20 13:34:33,2938755,266285910,2938755,90,100,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299578/SRR27299578.lite.1,SRX22977309,GSM7985636,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942937,SAMN38977825,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985636,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,CAE9AEBE0E4F7E12055B80FC744A2FBE,8D0BC916F3072780914E2F574F309D79
SRR27299579,2024-10-11 21:37:51,2023-12-20 13:34:34,4064251,368461653,4064251,90,138,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299579/SRR27299579.lite.1,SRX22977308,GSM7985635,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942936,SAMN38977826,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985635,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,A2A011E72101C636B7158E11F6190502,963F1871189A3BED3239BD95A525FEFD
SRR27299580,2024-10-11 21:37:51,2023-12-20 13:34:30,5354368,484281660,5354368,90,180,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299580/SRR27299580.lite.1,SRX22977308,GSM7985635,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942936,SAMN38977826,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985635,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,44AD7C64B6E90512030D6EC1F1BCB424,26919C1143FB56A2E7E0B2ECC3A0DF5D
SRR27299581,2024-10-11 21:37:51,2023-12-20 13:34:06,2890388,261948600,2890388,90,99,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299581/SRR27299581.lite.1,SRX22977307,GSM7985634,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942935,SAMN38977827,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985634,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,E736991AD2DDDD0C6EB739E6BDD01B1B,53F065DFCA61ECBD91384AA397C5C2E3
SRR27299582,2024-10-11 21:37:51,2023-12-20 13:34:24,4056092,366578683,4056092,90,136,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299582/SRR27299582.lite.1,SRX22977307,GSM7985634,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942935,SAMN38977827,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985634,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,A48D5466C7A5096DA18C7BB2ABEB1B3B,0D9044676DD130D00B0A1623412A3D98
SRR27299583,2024-10-11 21:37:51,2023-12-20 13:35:08,5787177,524451294,5787177,90,198,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299583/SRR27299583.lite.1,SRX22977306,GSM7985633,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942934,SAMN38977828,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985633,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,9EF4D97D1BACD72B1A6D9EEF9082C359,5ECB7051D6A565DB0F5F86AC37AAEE2C
SRR27299584,2024-10-11 21:37:51,2023-12-20 13:33:51,6143743,556446554,6143743,90,211,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299584/SRR27299584.lite.1,SRX22977305,GSM7985632,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942933,SAMN38977829,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985632,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,3D601D1694DC0487CB19CB94647C79EE,9672EF0BE5A3BF999195E0462979523F
SRR27299585,2024-10-11 21:37:51,2023-12-20 13:33:31,3187512,288590998,3187512,90,109,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299585/SRR27299585.lite.1,SRX22977304,GSM7985631,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942932,SAMN38977830,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985631,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,EB60683956B6732D6AD53FE88AB81570,49FE00F089D5E0C2E6B4B0D52DBD4374
SRR27299586,2024-10-11 21:37:51,2023-12-20 13:33:30,2970481,268803579,2970481,90,102,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299586/SRR27299586.lite.1,SRX22977303,GSM7985630,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942930,SAMN38977831,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985630,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,E4A15CA697B6D15C613C606F23BBCA6D,D43A69E320DD0646CE3E783BD41B6426
SRR27299587,2024-10-11 21:37:51,2023-12-20 13:33:56,2656707,240474396,2656707,90,90,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299587/SRR27299587.lite.1,SRX22977302,GSM7985629,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942931,SAMN38977832,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985629,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,6E84B15ED3089F2AB9AC166E49839922,A2C5C887E13D773C26BF931BE687F160
SRR27299588,2024-10-11 21:37:51,2023-12-20 13:34:12,2581930,233564878,2581930,90,87,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299588/SRR27299588.lite.1,SRX22977301,GSM7985628,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942929,SAMN38977833,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985628,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,E7378FF4E45666FEB0F3A3E30484EF4F,40D63369E5951C8681120746D9E930D5
SRR27299589,2024-10-11 21:37:51,2023-12-20 13:34:40,3836781,346831382,3836781,90,130,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299589/SRR27299589.lite.1,SRX22977300,GSM7985627,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942928,SAMN38977834,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985627,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,D5E91B4B306280ABF80A1C767C9E81C8,00664F59F47EB5E9262C5B96C246BBA4
SRR27299590,2024-10-11 21:37:51,2023-12-20 13:33:41,3305836,298620644,3305836,90,111,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299590/SRR27299590.lite.1,SRX22977299,GSM7985626,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942927,SAMN38977835,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985626,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,0D160814609162AFE7284BE049BBE5E4,3840B4E95D1C20D4ACDF7CEB08080CCC
SRR27299591,2024-10-11 21:37:51,2023-12-20 13:34:32,4021050,364327153,4021050,90,137,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299591/SRR27299591.lite.1,SRX22977298,GSM7985625,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942926,SAMN38977836,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985625,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,3C84EB703C8D0742F0E61E9DFB984255,90670FA1451515F3DB4AABF5305DCC5C
SRR27299592,2024-10-11 21:37:51,2023-12-20 13:34:38,4296954,389485794,4296954,90,147,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299592/SRR27299592.lite.1,SRX22977297,GSM7985624,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942925,SAMN38977837,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985624,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,92B069886500F8056AB0282F0EF463DD,3E50AFD339DF542FD6B7C2A14F1A0DCA
SRR27299593,2024-10-11 21:37:51,2023-12-20 13:34:29,3603523,326735894,3603523,90,122,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299593/SRR27299593.lite.1,SRX22977296,GSM7985623,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942924,SAMN38977838,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985623,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,8F694F51F500E20BF03F5903061E21AD,D77EFF35F5140380CF66505EB72B05AA
SRR27299594,2024-10-11 21:37:51,2023-12-20 13:34:19,3282532,297376456,3282532,90,112,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299594/SRR27299594.lite.1,SRX22977295,GSM7985622,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942923,SAMN38977839,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985622,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,5E0784B493B59C2E6113E9F7E12998C7,2EF65A2301F418FACD84F3ACE6A83000
SRR27299595,2024-10-11 21:37:51,2023-12-20 13:33:39,3997567,362256801,3997567,90,137,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299595/SRR27299595.lite.1,SRX22977294,GSM7985621,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942922,SAMN38977840,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985621,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,F40CADE0BE91AF9EDB463ED48F5CE7D2,C8E4169EF4EDB324055CB67CFBF5725A
SRR27299596,2024-10-11 21:37:48,2023-12-20 13:34:58,5865180,530005960,5865180,90,201,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299596/SRR27299596.lite.1,SRX22977293,GSM7985588,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942921,SAMN38977873,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985588,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,BA2D46429CCB1E81E255D71CCF556D5D,E1E6BFD9BD704CD486103F0E35D30217
SRR27299597,2024-10-11 21:37:48,2023-12-20 13:35:15,4861725,439466806,4861725,90,167,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299597/SRR27299597.lite.1,SRX22977292,GSM7985587,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942920,SAMN38977874,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985587,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,447F3F749DE03D1A146A8962D0FEC8F1,339C3C9176B77E3684C844F9160467C7
SRR27299598,2024-10-11 21:37:48,2023-12-20 13:34:41,4855284,440001495,4855284,90,168,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299598/SRR27299598.lite.1,SRX22977291,GSM7985586,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942919,SAMN38977875,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985586,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,3C769C77CF388A57E16D433C35D2C525,3BB6E0E943D70B04236BD8EE6A21C556
SRR27299599,2024-10-11 21:37:48,2023-12-20 13:33:55,5702609,516837821,5702609,90,194,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299599/SRR27299599.lite.1,SRX22977290,GSM7985585,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942917,SAMN38977876,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985585,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,1114382F36D6181B8F888DEE68ECE915,A57EEEDEEA65AACEAF1C357DAC7ABA4D
SRR27299600,2024-10-11 21:37:48,2023-12-20 13:35:38,9676948,876771350,9676948,90,328,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299600/SRR27299600.lite.1,SRX22977290,GSM7985585,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942917,SAMN38977876,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985585,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,DD28037FABA630CF89A107CDA94B1FC0,112C45FC2404BDCD4ADC0BC3F0264CD9
SRR27299601,2024-10-11 21:37:48,2023-12-20 13:34:46,4453564,403743766,4453564,90,152,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299601/SRR27299601.lite.1,SRX22977289,GSM7985584,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942918,SAMN38977877,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985584,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,5E887CE6AD9634DCDDB407FADC4B7B84,E112AC2441891839E5A4B24F715E91E0
SRR27299602,2024-10-11 21:37:48,2023-12-20 13:33:39,3284760,297550731,3284760,90,112,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299602/SRR27299602.lite.1,SRX22977289,GSM7985584,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942918,SAMN38977877,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985584,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,1A6539CE5ADCBB6778264C6DD70891C3,83898438252383A77B3D1DC36A5A0795
SRR27299668,2024-10-11 21:39:07,2023-12-20 13:33:49,1608230,145152870,1608230,90,56,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299668/SRR27299668.lite.1,SRX22977233,GSM7985403,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942861,SAMN38978058,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985403,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,9D3BEFA87E0C6C2DE666C2D4086F59C3,F39BD6D6B7AB6DEE2390F57D62440CAD
SRR27299667,2024-10-11 21:39:07,2023-12-20 13:34:17,1959662,175631251,1959662,89,69,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1307/SRR027/27299/SRR27299667/SRR27299667.lite.1,SRX22977234,GSM7985404,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP479194,PRJNA1055047,3,1055047,SRS19942862,SAMN38978057,simple,208963,Pseudomonas aeruginosa UCBPP-PA14,GSM7985404,,,,,,,no,,,,,"HUNG LAB, MOLECULAR BIOLOGY, MASSACHUSETTS GENERAL HOSPITAL",SRA1772980,,public,FCE67BBE416AF1BD3E8EDDF73EA655F9,43D9440793B9CB661DB1202596878E97
